tconst,originCountry
tt0048421,United States
tt0048424,United States
tt0048432,United States
tt0048423,United States
tt0048484,United States
tt0048452,Denmark
tt0048459,United States
tt0048475,Italy
tt0048473,India
tt0048488,United States
tt0048491,United States
tt0048512,United Kingdom
tt0048499,France
tt0048500,Poland
tt0048527,United States
tt0048528,United Kingdom
tt0048535,United States
tt0048513,United States
tt0048538,United States
tt0048570,United States
tt0048563,United States
tt0048554,United States
tt0048543,France
tt0048545,United States
tt0048605,United States
tt0048593,United States
tt0048579,Japan
tt0048604,United States
tt0048572,Brazil
tt0048624,Austria
tt0048640,United States
tt0048610,Japan
tt0048641,Sweden
tt0048613,India
tt0048667,United States
tt0048682,United States
tt0048690,United States
tt0048673,United Kingdom
tt0048657,Greece
tt0048705,United States
tt0048724,United States
tt0048691,United States
tt0048696,United States
tt0048703,United States
tt0048729,United States
tt0048728,United States
tt0048752,Finland
tt0048750,United States
tt0048748,United States
tt0048764,United States
tt0048757,Japan
tt0048791,United States
tt0048789,United States
tt0048790,United States
tt0048820,Japan
tt0048811,United States
tt0048801,United States
tt0048806,United States
tt0048805,United States
tt0048822,United States
tt0048919,United States
tt0048918,United Kingdom
tt0048937,Spain
tt0048933,Japan
tt0048966,United States
tt0048947,United States
tt0048956,India
tt0048954,United States
tt0048960,United States
tt0048975,United States
tt0048976,United States
tt0048967,United States
tt0048971,United States
tt0048973,United States
tt0048990,United Kingdom
tt0048981,Italy
tt0048983,United States
tt0048977,United States
tt0048991,United States
tt0049004,United States
tt0049010,United States
tt0049007,United States
tt0049006,United States
tt0048992,Mexico
tt0049019,United Kingdom
tt0049013,United States
tt0049034,United States
tt0049030,United States
tt0049012,Japan
tt0049035,United States
tt0049038,United States
tt0049042,Spain
tt0049055,United States
tt0049043,Spain
tt0049083,United Kingdom
tt0049103,United States
tt0049096,United States
tt0049092,United States
tt0049061,United States
tt0049128,United States
tt0049125,United States
tt0049117,United States
tt0049110,United States
tt0049107,United States
tt0049130,United States
tt0049177,France
tt0049170,United States
tt0049169,United States
tt0049147,Slovakia
tt0049201,United States
tt0049224,United States
tt0049189,France
tt0049223,United States
tt0049207,Italy
tt0049261,United States
tt0049263,United States
tt0049225,United States
tt0049233,United States
tt0049259,France
tt0049291,United States
tt0049279,United States
tt0049278,United States
tt0049271,United States
tt0049287,United States
tt0049357,United Kingdom
tt0049322,United States
tt0049314,United States
tt0049301,United States
tt0049293,West Germany
tt0049369,United Kingdom
tt0049366,United States
tt0049363,United States
tt0049367,United States
tt0049358,Soviet Union
tt0049388,United States
tt0049405,United States
tt0049378,India
tt0049370,United States
tt0049397,Soviet Union
tt0049406,United States
tt0049407,United States
tt0049414,United States
tt0049408,United States
tt0049419,Greece
tt0049432,United States
tt0049431,United States
tt0049452,United States
tt0049434,United States
tt0049429,Italy
tt0049474,United States
tt0049470,United States
tt0049456,United States
tt0049471,United Kingdom
tt0049472,United States
tt0049490,United States
tt0049509,United States
tt0049518,France
tt0049516,United States
tt0049513,United States
tt0049523,United States
tt0049552,United States
tt0049537,Japan
tt0049531,France
tt0049521,France
tt0049578,United States
tt0049553,United States
tt0049593,United States
tt0049615,United States
tt0049601,United States
tt0049653,United States
tt0049652,United States
tt0049646,United Kingdom
tt0049639,United States
tt0049621,United States
tt0049672,United States
tt0049656,United States
tt0049674,United Kingdom
tt0049665,United Kingdom
tt0049682,United States
tt0049710,Japan
tt0049730,United States
tt0049743,United States
tt0049745,United States
tt0049696,United States
tt0049782,Japan
tt0049762,Austria
tt0049777,United States
tt0049769,United States
tt0049778,United States
tt0049800,United States
tt0049784,Japan
tt0049794,Soviet Union
tt0049783,Soviet Union
tt0049787,United Kingdom
tt0049830,United States
tt0049829,United States
tt0049815,United States
tt0049801,United States
tt0049833,United States
tt0049849,United States
tt0049839,Italy
tt0049844,United States
tt0049845,United Kingdom
tt0049843,United States
tt0049866,Italy
tt0049857,United States
tt0049872,United Kingdom
tt0049871,United Kingdom
tt0049856,United Kingdom
tt0049875,United States
tt0049877,France
tt0049881,United States
tt0049902,France
tt0049900,Japan
tt0049944,United States
tt0049933,United States
tt0049922,United States
tt0049934,Italy
tt0049917,Soviet Union
tt0049966,United States
tt0049949,United States
tt0050083,United States
tt0049964,United States
tt0049967,United Kingdom
tt0050091,United Kingdom
tt0050086,United States
tt0050084,United States
tt0050085,United States
tt0050087,United States
tt0050112,United States
tt0050095,United Kingdom
tt0050097,United Kingdom
tt0050105,United States
tt0050100,United Kingdom
tt0050126,France
tt0050143,United States
tt0050118,United States
tt0050123,France
tt0050147,United States
tt0050168,United Kingdom
tt0050171,United States
tt0050177,United States
tt0050166,United States
tt0050162,Japan
tt0050201,United States
tt0050190,United States
tt0050204,United States
tt0050197,Mexico
tt0050188,India
tt0050208,United States
tt0050213,United States
tt0050212,United Kingdom
tt0050233,United Kingdom
tt0050210,United States
tt0050251,Japan
tt0050252,United States
tt0050246,United Kingdom
tt0050237,France
tt0050243,United Kingdom
tt0050294,United States
tt0050281,United States
tt0050271,United States
tt0050283,United States
tt0050280,United Kingdom
tt0050301,United States
tt0050307,United States
tt0050306,United States
tt0050322,India
tt0050296,United States
tt0050330,Japan
tt0050347,United States
tt0050359,Poland
tt0050356,United States
tt0050326,Soviet Union
tt0050379,United States
tt0050381,Italy
tt0050367,France
tt0050383,United States
tt0050371,United States
tt0050407,United States
tt0050405,United Kingdom
tt0050398,Norway
tt0050393,United Kingdom
tt0050397,United Kingdom
tt0050439,United States
tt0050432,United States
tt0050419,United States
tt0050414,United States
tt0050424,United States
tt0050484,India
tt0050468,United States
tt0050470,United States
tt0050458,Italy
tt0050456,United Kingdom
tt0050530,United States
tt0050490,United States
tt0050531,United States
tt0050500,United States
tt0050487,United States
tt0050549,United Kingdom
tt0050556,United States
tt0050546,United States
tt0050539,United States
tt0050545,United States
tt0050585,Poland
tt0050562,United States
tt0050598,United Kingdom
tt0050569,United States
tt0050567,United States
tt0050613,Japan
tt0050610,United States
tt0050622,United States
tt0050599,United States
tt0050604,Soviet Union
tt0050646,United Kingdom
tt0050629,United States
tt0050633,France
tt0050631,United States
tt0050634,Soviet Union
tt0050659,United States
tt0050669,France
tt0050653,United Kingdom
tt0050658,United States
tt0050665,India
tt0050681,United States
tt0050704,United States
tt0050699,United States
tt0050706,France
tt0050680,United States
tt0050722,United States
tt0050717,Mexico
tt0050720,United States
tt0050723,United States
tt0050709,France
tt0050762,Norway
tt0050749,United Kingdom
tt0050738,United States
tt0050746,West Germany
tt0050758,India
tt0050771,United States
tt0050763,United States
tt0050778,United States
tt0050781,France
tt0050766,United Kingdom
tt0050798,United States
tt0050800,United States
tt0050783,Italy
tt0050782,Italy
tt0050803,United Kingdom
tt0050825,United States
tt0050817,Italy
tt0050805,United States
tt0050815,United States
tt0050814,United States
tt0050858,United States
tt0050870,India
tt0050861,United Kingdom
tt0050847,United States
tt0050839,United States
tt0050873,United Kingdom
tt0050902,Ireland
tt0050894,United Kingdom
tt0050882,United States
tt0050899,United States
tt0050923,United States
tt0050903,United States
tt0050933,United States
tt0050928,United States
tt0050915,United States
tt0050976,Sweden
tt0050985,United Kingdom
tt0050974,Austria
tt0050972,United States
tt0050957,United States
tt0051015,United Kingdom
tt0050993,United States
tt0050986,Sweden
tt0050987,Soviet Union
tt0051003,United States
tt0051036,United States
tt0051028,United States
tt0051016,United States
tt0051019,United States
tt0051020,United Kingdom
tt0051051,United States
tt0051055,United States
tt0051064,United States
tt0051046,United States
tt0051047,United States
tt0051077,United States
tt0051093,Japan
tt0051087,United States
tt0051083,United States
tt0051082,Soviet Union
tt0051134,United States
tt0051111,United States
tt0051133,France
tt0051128,United States
tt0051114,United States
tt0051139,United States
tt0051172,France
tt0051141,United States
tt0051151,Mexico
tt0051150,United States
tt0051173,United States
tt0051193,United States
tt0051198,United States
tt0051196,United States
tt0051182,United States
tt0051207,United States
tt0051201,United States
tt0051204,United Kingdom
tt0051226,United States
tt0051221,United States
tt0051380,United States
tt0051381,United States
tt0051365,Sweden
tt0051378,France
tt0051337,United States
tt0051393,United States
tt0051398,United States
tt0051390,Egypt
tt0051383,United States
tt0051404,France
tt0051406,United States
tt0051411,United States
tt0051413,Japan
tt0051422,United Kingdom
tt0051418,United States
tt0051432,United States
tt0051435,United States
tt0051423,United Kingdom
tt0051429,United Kingdom
tt0051433,United States
tt0051454,United Kingdom
tt0051437,United States
tt0051452,United Kingdom
tt0051453,United Kingdom
tt0051436,United States
tt0051501,United States
tt0051484,United States
tt0051496,United States
tt0051477,France
tt0051459,United States
tt0051525,United States
tt0051507,United States
tt0051512,Japan
tt0051519,United States
tt0051516,United States
tt0051534,United States
tt0051542,United Kingdom
tt0051565,United Kingdom
tt0051554,United Kingdom
tt0051532,United Kingdom
tt0051569,Norway
tt0051584,Japan
tt0051570,United States
tt0051588,Switzerland
tt0051579,France
tt0051629,United States
tt0051628,United States
tt0051630,United States
tt0051622,United States
tt0051631,United States
tt0051655,United Kingdom
tt0051654,United States
tt0051649,United States
tt0051638,United States
tt0051636,United States
tt0051667,United States
tt0051673,United States
tt0051658,United States
tt0051666,United States
tt0051688,United States
tt0051720,Japan
tt0051713,United Kingdom
tt0051690,United States
tt0051706,United Kingdom
tt0051693,
tt0051724,United States
tt0051739,United Kingdom
tt0051732,United States
tt0051745,United States
tt0051744,United States
tt0051756,United States
tt0051746,United States
tt0051750,United States
tt0051758,United States
tt0051755,United States
tt0051759,United Kingdom
tt0051786,United States
tt0051790,Soviet Union
tt0051776,United States
tt0051773,United Kingdom
tt0051818,United States
tt0051819,United States
tt0051792,India
tt0051816,United Kingdom
tt0051808,Japan
tt0051848,United States
tt0051845,United States
tt0051851,France
tt0051849,United States
tt0051834,Japan
tt0051878,United States
tt0051866,United States
tt0051881,United States
tt0051879,United Kingdom
tt0051885,United States
tt0051899,United States
tt0051887,United States
tt0051911,United States
tt0051913,United States
tt0051927,Greece
tt0051955,Japan
tt0051942,France
tt0051959,United States
tt0051947,United States
tt0051948,United States
tt0051980,Japan
tt0051983,Mexico
tt0051989,France
tt0051964,West Germany
tt0051978,United States
tt0052005,United States
tt0052002,United States
tt0052013,United Kingdom
tt0051993,United States
tt0051994,United Kingdom
tt0052059,United States
tt0052017,Sweden
tt0052050,United States
tt0052046,India
tt0052027,United States
tt0052097,United States
tt0052080,Poland
tt0052077,United States
tt0052073,Spain
tt0052063,Poland
tt0052117,United States
tt0052126,United States
tt0052131,United States
tt0052106,United States
tt0052104,United States
tt0052156,United States
tt0052151,United States
tt0052141,United States
tt0052135,United States
tt0052148,United States
tt0052190,United States
tt0052182,United States
tt0052191,United Kingdom
tt0052169,United States
tt0052188,United States
tt0052218,United States
tt0052207,United Kingdom
tt0052225,United States
tt0052216,Italy
tt0052199,Germany
tt0052278,United States
tt0052233,United Kingdom
tt0052279,United States
tt0052227,United States
tt0052270,United Kingdom
tt0052293,United States
tt0052289,United States
tt0052295,West Germany
tt0052286,United States
tt0052287,United States
tt0052301,United Kingdom
tt0052311,United States
tt0052320,United Kingdom
tt0052296,United States
tt0052303,United States
tt0052327,United Kingdom
tt0052365,United States
tt0052354,United States
tt0052325,United States
tt0052357,United States
tt0052378,United States
tt0052394,United States
tt0052379,United States
tt0052374,Slovakia
tt0052395,United States
tt0052529,United States
tt0052543,United States
tt0052530,United States
tt0052415,United States
tt0052427,United Kingdom
tt0052563,United Kingdom
tt0052549,United States
tt0052556,France
tt0052545,United States
tt0052561,United States
tt0052589,Italy
tt0052564,United States
tt0052572,India
tt0052587,United States
tt0052571,France
tt0052600,Soviet Union
tt0052609,United States
tt0052607,United Kingdom
tt0052604,Italy
tt0052602,United States
tt0052631,United States
tt0052611,United Kingdom
tt0052619,United States
tt0052618,United States
tt0052617,United States
tt0052644,France
tt0052634,United Kingdom
tt0052646,United States
tt0052655,United States
tt0052654,West Germany
tt0052680,United States
tt0052696,United States
tt0052676,United Kingdom
tt0052667,Italy
tt0052698,France
tt0052718,United States
tt0052708,France
tt0052719,United States
tt0052713,United States
tt0052700,United States
tt0052724,United States
tt0052733,France
tt0052735,United Kingdom
tt0052738,United States
tt0052722,United States
tt0052771,United States
tt0052765,France
tt0052786,Italy
tt0052782,Italy
tt0052784,Mexico
tt0052805,United Kingdom
tt0052811,United Kingdom
tt0052809,United States
tt0052792,United States
tt0052810,France
tt0052837,United States
tt0052832,United States
tt0052846,United States
tt0052820,United States
tt0052829,Denmark
tt0052862,United States
tt0052861,Italy
tt0052847,United States
tt0052849,United States
tt0052850,United States
tt0052864,United States
tt0052876,United States
tt0052880,United States
tt0052877,United States
tt0052888,United States
tt0052901,United Kingdom
tt0052891,United States
tt0052893,France
tt0052902,United States
tt0052896,United States
tt0052920,United States
tt0052905,United Kingdom
tt0052924,West Germany
tt0052911,United Kingdom
tt0052918,United States
tt0052929,United States
tt0052934,United States
tt0052933,United States
tt0052946,Spain
tt0052942,United States
tt0052957,Japan
tt0052948,United States
tt0052954,India
tt0052961,Italy
tt0052950,United States
tt0052990,United States
tt0052997,United Kingdom
tt0052993,United States
tt0052969,United States
tt0053001,United States
tt0053039,Italy
tt0053002,France
tt0053017,United States
tt0053033,France
tt0053003,United Kingdom
tt0053072,United States
tt0053065,United States
tt0053050,France
tt0053041,United Kingdom
tt0053054,United States
tt0053085,United Kingdom
tt0053084,United Kingdom
tt0053106,Soviet Union
tt0053103,Soviet Union
tt0053108,United States
tt0053125,United States
tt0053115,Japan
tt0053114,Japan
tt0053121,Japan
tt0053126,United Kingdom
tt0053133,United States
tt0053134,Japan
tt0053137,United States
tt0053131,United States
tt0053143,United States
tt0053176,Poland
tt0053168,France
tt0053172,United States
tt0053146,Brazil
tt0053182,United States
tt0053219,United States
tt0053220,United States
tt0053183,United States
tt0053198,France
tt0053221,United States
tt0053242,United Kingdom
tt0053232,United States
tt0053226,United Kingdom
tt0053240,Finland
tt0053241,Mexico
tt0053250,Germany
tt0053247,United Kingdom
tt0053244,Italy
tt0053270,United States
tt0053271,United States
tt0053291,United States
tt0053272,Ireland
tt0053279,France
tt0053290,United States
tt0053285,United States
tt0053317,Soviet Union
tt0053320,United States
tt0053298,United States
tt0053318,United Kingdom
tt0053333,Italy
tt0053337,United States
tt0053341,United Kingdom
tt0053351,United States
tt0053352,United States
tt0053334,United States
tt0053390,Japan
tt0053388,Japan
tt0053354,United Kingdom
tt0053363,United States
tt0053361,United Kingdom
tt0053445,United States
tt0053403,France
tt0053434,United States
tt0053441,United States
tt0053399,United States
tt0053458,United Kingdom
tt0053454,United States
tt0053457,United States
tt0053453,United States
tt0053455,United Kingdom
tt0053464,Japan
tt0053472,France
tt0053473,France
tt0053462,United States
tt0053459,France
tt0053579,Japan
tt0053559,United States
tt0053570,Italy
tt0053580,United States
tt0053571,United States
tt0053611,United States
tt0053602,United Kingdom
tt0053604,United States
tt0053598,Italy
tt0053593,United States
tt0053638,France
tt0053636,Denmark
tt0053622,United States
tt0053640,United States
tt0053619,Italy
tt0053644,United States
tt0053666,France
tt0053643,Italy
tt0053651,United States
tt0053645,United States
tt0053699,United Kingdom
tt0053690,United States
tt0053696,France
tt0053675,Italy
tt0053677,United Kingdom
tt0053717,United Kingdom
tt0053716,United States
tt0053715,United States
tt0053724,Spain
tt0053719,United Kingdom
tt0053729,United States
tt0053752,United Kingdom
tt0053742,United States
tt0053740,United Kingdom
tt0053746,Soviet Union
tt0053765,India
tt0053772,Sweden
tt0053779,Italy
tt0053768,United States
tt0053793,United States
tt0053800,Italy
tt0053796,United Kingdom
tt0053802,France
tt0053810,United States
tt0053804,United States
tt0053849,United States
tt0053848,United States
tt0053841,United States
tt0053825,United States
tt0053856,Italy
tt0053891,Italy
tt0053879,United States
tt0053877,United Kingdom
tt0053882,United States
tt0053899,United States
tt0053925,United States
tt0053901,United States
tt0053902,United States
tt0053917,United States
tt0053900,United Kingdom
tt0053944,United States
tt0053931,United States
tt0053946,United States
tt0053935,United Kingdom
tt0053957,United States
tt0053994,United Kingdom
tt0053976,Sweden
tt0053987,Soviet Union
tt0053961,United Kingdom
tt0053967,Mexico
tt0054017,United States
tt0054020,United States
tt0054004,Poland
tt0054001,Finland
tt0054016,United States
tt0054042,Mexico
tt0054022,United States
tt0054038,United States
tt0054033,United States
tt0054037,United Kingdom
tt0054047,United States
tt0054067,Italy
tt0054073,India
tt0054084,United States
tt0054049,United Kingdom
tt0054091,France
tt0054086,United Kingdom
tt0054095,United States
tt0054099,Italy
tt0054098,India
tt0054102,United States
tt0054127,United States
tt0054115,United Kingdom
tt0054119,Poland
tt0054116,United Kingdom
tt0054130,Italy
tt0054135,United States
tt0054152,United Kingdom
tt0054144,Japan
tt0054156,France
tt0054188,United States
tt0054167,United Kingdom
tt0054177,France
tt0054172,United States
tt0054159,Poland
tt0054205,United States
tt0054189,France
tt0054197,United States
tt0054195,United States
tt0054198,Greece
tt0054230,United States
tt0054225,Italy
tt0054240,United States
tt0054215,United States
tt0054209,United States
tt0054248,Italy
tt0054279,United Kingdom
tt0054285,Italy
tt0054243,United States
tt0054269,United Kingdom
tt0054292,United States
tt0054296,United States
tt0054295,United States
tt0054286,Japan
tt0054307,United States
tt0054310,United Kingdom
tt0054326,United Kingdom
tt0054330,Italy
tt0054325,Japan
tt0054324,United States
tt0054346,United Kingdom
tt0054331,United States
tt0054345,United States
tt0054333,West Germany
tt0054343,United States
tt0054366,Japan
tt0054353,United Kingdom
tt0054357,United States
tt0054354,United States
tt0054358,United Kingdom
tt0054387,United States
tt0054367,United States
tt0054377,France
tt0054371,West Germany
tt0054389,France
tt0054403,United Kingdom
tt0054395,West Germany
tt0054390,United States
tt0054393,United States
tt0054407,France
tt0054417,United Kingdom
tt0054413,Italy
tt0054416,United Kingdom
tt0054415,United States
tt0054412,United Kingdom
tt0054428,United States
tt0054442,Italy
tt0054425,France
tt0054426,France
tt0054422,Italy
tt0054453,United States
tt0054446,United States
tt0054443,United Kingdom
tt0054452,France
tt0054460,Japan
tt0054469,United States
tt0054476,United States
tt0054462,United States
tt0054473,United States
tt0054483,United Kingdom
tt0054599,Italy
tt0054495,Poland
tt0054601,United States
tt0054494,France
tt0054594,United States
tt0054640,Italy
tt0054615,United States
tt0054632,France
tt0054614,United Kingdom
tt0054642,United States
tt0054652,United States
tt0054653,United States
tt0054668,Mexico
tt0054649,United States
tt0054665,Slovakia
tt0054698,United States
tt0054673,United States
tt0054692,United States
tt0054687,United States
tt0054691,United States
tt0054724,United States
tt0054734,France
tt0054727,United Kingdom
tt0054709,Japan
tt0054731,United Kingdom
tt0054757,United States
tt0054749,Italy
tt0054756,Italy
tt0054745,France
tt0054743,United States
tt0054768,United States
tt0054759,United States
tt0054777,United Kingdom
tt0054790,United Kingdom
tt0054763,United States
tt0054805,United States
tt0054817,United States
tt0054795,United States
tt0054814,Italy
tt0054803,Soviet Union
tt0054821,France
tt0054847,Italy
tt0054851,Italy
tt0054850,Italy
tt0054823,United Kingdom
tt0054885,United States
tt0054853,United States
tt0054861,United States
tt0054866,United States
tt0054881,United States
tt0054890,United States
tt0054923,United States
tt0054892,United States
tt0054898,United Kingdom
tt0054901,United Kingdom
tt0054950,Italy
tt0054938,United Kingdom
tt0054936,France
tt0054944,United States
tt0054949,France
tt0054988,United States
tt0054953,United Kingdom
tt0054997,United States
tt0055018,United Kingdom
tt0054989,United States
tt0055031,United States
tt0055032,France
tt0055024,United Kingdom
tt0055022,Italy
tt0055019,United States
tt0055052,Japan
tt0055038,Finland
tt0055058,United Kingdom
tt0055047,United States
tt0055069,United States
tt0055106,Italy
tt0055073,United States
tt0055082,France
tt0055093,France
tt0055100,United States
tt0055139,Japan
tt0055146,United Kingdom
tt0055151,Canada
tt0055124,United States
tt0055119,Greece
tt0055200,United States
tt0055198,Japan
tt0055152,United States
tt0055153,Poland
tt0055184,United States
tt0055214,United Kingdom
tt0055233,Japan
tt0055207,United Kingdom
tt0055230,United States
tt0055205,United Kingdom
tt0055270,United States
tt0055277,United States
tt0055256,United States
tt0055257,United States
tt0055254,United States
tt0055283,United Kingdom
tt0055278,United States
tt0055304,United States
tt0055279,United States
tt0055294,United States
tt0055312,United States
tt0055336,France
tt0055320,Italy
tt0055318,United States
tt0055310,Spain
tt0055342,United Kingdom
tt0055380,United States
tt0055353,United States
tt0055361,United Kingdom
tt0055370,United States
tt0055452,United States
tt0055408,Mexico
tt0055382,United Kingdom
tt0055399,Italy
tt0055438,United Kingdom
tt0055499,Sweden
tt0055458,United States
tt0055471,United States
tt0055489,United States
tt0055464,United States
tt0055505,United Kingdom
tt0055516,United Kingdom
tt0055524,United States
tt0055508,India
tt0055506,United Kingdom
tt0055558,United States
tt0055539,Switzerland
tt0055562,Japan
tt0055526,France
tt0055534,United States
tt0055601,Mexico
tt0055599,France
tt0055572,France
tt0055597,United Kingdom
tt0055571,United States
tt0055602,Italy
tt0055614,United States
tt0055608,United States
tt0055618,United Kingdom
tt0055623,United States
tt0055719,United States
tt0055630,Japan
tt0055633,United States
tt0055718,United States
tt0055635,Soviet Union
tt0055738,United States
tt0055732,Japan
tt0055724,India
tt0055728,United States
tt0055747,France
tt0055763,Spain
tt0055796,United Kingdom
tt0055779,United Kingdom
tt0055774,Italy
tt0055797,United States
tt0055809,United States
tt0055819,United States
tt0055798,United States
tt0055824,United States
tt0055805,Italy
tt0055831,United Kingdom
tt0055832,France
tt0055830,United States
tt0055827,France
tt0055841,United States
tt0055850,Japan
tt0055871,United States
tt0055852,France
tt0055858,Italy
tt0055844,Soviet Union
tt0055894,United Kingdom
tt0055872,United States
tt0055884,United Kingdom
tt0055893,United States
tt0055892,United States
tt0055905,United States
tt0055895,United States
tt0055910,France
tt0055902,United States
tt0055904,France
tt0055913,Italy
tt0055946,United States
tt0055928,United Kingdom
tt0055950,Greece
tt0055966,Mexico
tt0055981,Italy
tt0055998,United States
tt0055992,United States
tt0055972,United States
tt0055988,United States
tt0056023,United States
tt0056014,France
tt0056017,United States
tt0056012,West Germany
tt0056016,United States
tt0056045,Soviet Union
tt0056056,United States
tt0056049,Japan
tt0056048,United States
tt0056040,Spain
tt0056059,United States
tt0056093,United States
tt0056058,Japan
tt0056085,United States
tt0056062,United States
tt0056095,United States
tt0056112,United States
tt0056110,United States
tt0056121,United Kingdom
tt0056111,Soviet Union
tt0056127,Denmark
tt0056135,Japan
tt0056134,India
tt0056138,United States
tt0056141,United Kingdom
tt0056142,Japan
tt0056165,France
tt0056171,Italy
tt0056160,Hungary
tt0056172,United Kingdom
tt0056195,United States
tt0056196,United States
tt0056194,United Kingdom
tt0056183,United States
tt0056193,United Kingdom
tt0056217,United States
tt0056215,Italy
tt0056210,Italy
tt0056211,United States
tt0056197,United States
tt0056234,United States
tt0056255,United States
tt0056219,United Kingdom
tt0056218,United States
tt0056241,United States
tt0056279,United Kingdom
tt0056267,United States
tt0056277,United Kingdom
tt0056262,United States
tt0056264,United States
tt0056289,United States
tt0056293,United States
tt0056291,Poland
tt0056285,United Kingdom
tt0056302,France
tt0056327,Japan
tt0056307,United Kingdom
tt0056315,Italy
tt0056308,United Kingdom
tt0056322,Brazil
tt0056335,United Kingdom
tt0056331,United States
tt0056341,United States
tt0056346,Greece
tt0056347,United Kingdom
tt0056350,United Kingdom
tt0056356,Finland
tt0056368,United States
tt0056352,Soviet Union
tt0056357,Soviet Union
tt0056370,United States
tt0056405,Denmark
tt0056389,Italy
tt0056406,United States
tt0056371,Italy
tt0056436,India
tt0056424,United States
tt0056415,United States
tt0056417,United Kingdom
tt0056412,United States
tt0056444,Japan
tt0056480,West Germany
tt0056443,Japan
tt0056452,West Germany
tt0056470,United States
tt0056496,United States
tt0056512,Italy
tt0056499,United States
tt0056514,France
tt0056504,Italy
tt0056556,United States
tt0056537,India
tt0056541,United States
tt0056526,United States
tt0056552,United States
tt0056585,United States
tt0056575,United States
tt0056580,United States
tt0056579,United States
tt0056576,United Kingdom
tt0056625,United States
tt0056626,United States
tt0056628,Finland
tt0056606,United States
tt0056592,United States
tt0056675,United States
tt0056663,France
tt0056636,France
tt0056632,United States
tt0056671,United States
tt0056704,United Kingdom
tt0056693,United States
tt0056687,United States
tt0056700,United States
tt0056676,United Kingdom
tt0056736,Italy
tt0056801,Italy
tt0056714,Japan
tt0056732,Mexico
tt0056800,United States
tt0056856,Italy
tt0056825,United States
tt0056845,France
tt0056844,Slovakia
tt0056846,France
tt0056860,United States
tt0056883,Italy
tt0056868,United Kingdom
tt0056869,United States
tt0056875,United States
tt0056905,France
tt0056891,United States
tt0056906,France
tt0056904,West Germany
tt0056903,United States
tt0056910,France
tt0056919,Slovakia
tt0056912,United Kingdom
tt0056907,United States
tt0056917,France
tt0056923,United States
tt0056930,United States
tt0056940,United States
tt0056937,Switzerland
tt0056931,United Kingdom
tt0056956,United States
tt0056945,Italy
tt0056957,France
tt0056943,United States
tt0056961,United States
tt0056983,Ireland
tt0056966,Italy
tt0056989,Japan
tt0056982,Soviet Union
tt0056964,United States
tt0057006,Italy
tt0056993,United States
tt0057007,United States
tt0057051,France
tt0057012,United Kingdom
tt0057076,United Kingdom
tt0057063,United States
tt0057071,United States
tt0057058,France
tt0057069,United States
tt0057091,Italy
tt0057083,United States
tt0057090,United States
tt0057078,Italy
tt0057093,United States
tt0057129,United States
tt0057115,United States
tt0057134,United Kingdom
tt0057163,United States
tt0057128,United States
tt0057181,United States
tt0057168,United Kingdom
tt0057176,France
tt0057180,Canada
tt0057171,Italy
tt0057191,United States
tt0057197,United Kingdom
tt0057183,West Germany
tt0057187,United States
tt0057193,United States
tt0057225,United States
tt0057207,France
tt0057200,United States
tt0057212,Japan
tt0057215,Japan
tt0057237,Sweden
tt0057226,United Kingdom
tt0057229,Greece
tt0057232,Soviet Union
tt0057227,United States
tt0057251,United States
tt0057239,United Kingdom
tt0057244,United Kingdom
tt0057238,Japan
tt0057242,United States
tt0057277,India
tt0057254,United States
tt0057263,United States
tt0057259,United Kingdom
tt0057261,United Kingdom
tt0057286,Italy
tt0057295,Japan
tt0057298,United States
tt0057280,Italy
tt0057311,United Kingdom
tt0057334,United Kingdom
tt0057329,United States
tt0057318,Italy
tt0057328,United Kingdom
tt0057323,Italy
tt0057358,Sweden
tt0057345,France
tt0057336,France
tt0057357,Egypt
tt0057344,France
tt0057372,United States
tt0057363,Japan
tt0057380,West Germany
tt0057360,United States
tt0057379,United Kingdom
tt0057396,United States
tt0057393,United States
tt0057422,France
tt0057401,United Kingdom
tt0057413,United States
tt0057426,United States
tt0057427,France
tt0057460,Italy
tt0057443,Italy
tt0057449,United States
tt0057465,United States
tt0057495,United States
tt0057463,United Kingdom
tt0057473,United States
tt0057490,United Kingdom
tt0057518,United States
tt0057522,Italy
tt0057503,Japan
tt0057507,United States
tt0057517,United States
tt0057523,United States
tt0057543,United States
tt0057530,United Kingdom
tt0057541,United Kingdom
tt0057542,United States
tt0057578,United Kingdom
tt0057556,United States
tt0057565,Japan
tt0057546,United States
tt0057569,United States
tt0057598,United States
tt0057581,United States
tt0057579,United Kingdom
tt0057591,France
tt0057590,United Kingdom
tt0057622,United States
tt0057623,United Kingdom
tt0057611,Sweden
tt0057603,Italy
tt0057608,United States
tt0057642,Portugal
tt0057643,Spain
tt0057634,United Kingdom
tt0057646,Italy
tt0057637,Soviet Union
tt0057652,United Kingdom
tt0057687,West Germany
tt0057683,United States
tt0057654,Brazil
tt0057681,United States
tt0057697,Japan
tt0057693,United States
tt0057710,Japan
tt0057695,Soviet Union
tt0057694,Soviet Union
tt0057714,Japan
tt0057811,United Kingdom
tt0057715,Japan
tt0057718,West Germany
tt0057809,United States
tt0057813,United Kingdom
tt0057829,Japan
tt0057812,United States
tt0057831,United States
tt0057840,United States
tt0057846,France
tt0057842,France
tt0057851,United States
tt0057869,France
tt0057859,United States
tt0057870,France
tt0057883,United States
tt0057879,United States
